code4,income_security,job_security_score,wage_nrm,wage_abs
7211,0.0976223895601373,0.35,0.278921113028964,1470.5
7212,0.147768441418031,0.5,0.295536882836061,1558.1
7213,0.13422916204499,0.608695652173913,0.22051933764534,1162.6
7219,0.144327514825039,0.545454545454545,0.264600443845906,1395
7311,0.00857343373608239,0.0869565217391304,0.0985944879649475,519.8
7312,0.119339999960756,0.517241379310345,0.230723999924129,1216.4
7313,0.460385804518124,1,0.460385804518124,2427.2
7321,0.0487345333611527,0.333333333333333,0.146203600083458,770.8
7331,0.196492384438838,0.70625,0.278219305400125,1466.8
7411,0.111249837876799,0.608108108108108,0.182944177841847,964.5
8111,0.0772272908328749,0.5,0.15445458166575,814.3
8112,0.049828135476087,0.423913043478261,0.11754329394359,619.7
8113,0,0,0.10265359154796,541.2
8114,0.0277326095690694,0.272727272727273,0.101686235086588,536.1
8115,0.0929783025911703,0.636363636363636,0.146108761214696,770.3
8116,0.0897175698488269,0.416666666666667,0.215322167637184,1135.2
8211,0.124706789830744,0.444444444444444,0.280590277119174,1479.3
8212,0.0689834221657404,0.208333333333333,0.331120426395554,1745.7
8213,0.0249941064417269,0.142857142857143,0.174958745092089,922.4
8214,0.0799122845840473,0.277777777777778,0.28768422450257,1516.7
8215,0.122152462965422,0.571428571428571,0.213766810189488,1127
8216,0.387777166593957,1,0.387777166593957,2044.4
8217,0.143927467233171,0.388888888888889,0.370099201456725,1951.2
8219,0.224818699695883,0.666666666666667,0.337228049543825,1777.9
8311,0.128972239800942,0.636363636363636,0.202670662544337,1068.5
8312,0.201785499769225,0.833333333333333,0.24214259972307,1276.6
8313,0.135064097526873,0.714285714285714,0.189089736537623,996.9
8321,0.085919800037514,0.622222222222222,0.138085392917433,728
8322,0.134531431098563,0.789473684210526,0.170406479391514,898.4
8391,0.0459067544242332,0.25,0.183627017696933,968.1
8392,0,0,0.220083078849035,1160.3
8393,0.134215967071945,0.5,0.268431934143889,1415.2
8394,0.117612052123442,0.625,0.188179283397508,992.1
8399,0.0649540874498671,0.444444444444444,0.146146696762201,770.5
8411,NaN,NaN,NaN,NaN
8412,0.0346549848171593,0.227272727272727,0.152481933195501,803.9
8413,0,0,0,0
8414,0.0542241232146583,0.3125,0.173517194286906,914.8
8415,0.0631555736803171,0.375,0.168414863147512,887.9
8416,0,0,0.19231425807553,1013.9
8419,0.0525217655203809,0.3,0.175072551734603,923
8511,0,0,0.0680184366760873,358.6
8512,0.0234550070858183,0.285714285714286,0.0820925248003642,432.8
8513,0.0415086018853967,0.4375,0.0948768043094782,500.2
8911,0.171492384438838,0.75,0.228656512585118,1205.5
8912,0.0679257863966045,0.653846153846154,0.103886496841866,547.7
8991,0.158780349832693,0.705882352941177,0.224938828929648,1185.9
8992,0.117115164193179,0.428571428571429,0.27326871645075,1440.7
8993,0.0501776648141474,0.291666666666667,0.17203770793422,907
8994,0.122893786789578,0.583333333333333,0.210675063067848,1110.7
8995,0.199692722065211,1,0.199692722065211,1052.8
8996,0.267919804252575,1,0.267919804252575,1412.5
8997,0.0201844209545126,0.142857142857143,0.141290946681588,744.9
8999,0.0503639915783084,0.28,0.179871398493959,948.3
